Date,Names,Loan_Purpose,Guarantor,Amount,Payment_Mode,Employment,Other Income,Marital_Status,Loan_Status,Interest_rate
2011-03-09,John,Food,Present,184385,Cash,Unemployed,Yes,Single,Rejected,20%
2011-03-10,Blessing,Others,Present,185136,Cash,Self-employed,No,Divorce,Rejected,15%
2011-03-11,Propser,Others,Present,381942,Online,Employed,No,Divorce,Rejected,20%
2011-03-12,Daniel,Food,Absence,190633,Online,Employed,No,Single,Approved,20%
2011-03-13,Blessing,Rent,Present,477751,Cash,Self-employed,Yes,Divorce,Rejected,15%
2011-03-14,Esther,Others,Present,105966,Online,Unemployed,No,Married,Rejected,8%
2011-03-15,Queen,Rent,Present,660970,Cash,Unemployed,No,Married,Approved,10%
2011-03-16,Propser,Others,Present,459184,Cash,Self-employed,Yes,Divorce,Approved,10%
2011-03-17,Eniola,Food,Absence,219263,Online,Self-employed,No,Single,Rejected,8%
2011-03-18,Eniola,Food,Absence,848588,Cash,Employed,Yes,Divorce,Rejected,8%
2011-03-19,John,Business,Present,746603,Online,Self-employed,No,Married,Rejected,10%
2011-03-20,Paul,Others,Present,965533,Cash,Employed,No,Single,Approved,15%
2011-03-21,Queen,School Fees,Absence,749103,Cash,Self-employed,Yes,Married,Rejected,20%
2011-03-22,John,Others,Present,344870,Cash,Unemployed,Yes,Single,Rejected,8%
2011-03-23,John,Rent,Present,824817,Online,Self-employed,No,Married,Rejected,15%
2011-03-24,James,School Fees,Present,56281,Online,Self-employed,No,Single,Rejected,10%
2011-03-25,John,Business,Absence,917781,Cash,Employed,No,Married,Rejected,10%
2011-03-26,Paul,Others,Absence,429490,Cash,Unemployed,Yes,Single,Rejected,10%
2011-03-27,Daniel,Business,Present,467537,Cash,Employed,Yes,Married,Approved,15%
2011-03-28,Propser,Others,Absence,594737,Online,Employed,Yes,Divorce,Rejected,15%
2011-03-29,Blessing,Others,Present,698371,Cash,Employed,Yes,Single,Rejected,8%
2011-03-30,James,Others,Present,911028,Online,Employed,No,Single,Rejected,8%
2011-03-31,Eniola,Food,Absence,708163,Online,Employed,No,Married,Approved,8%
2011-04-01,Eniola,Others,Absence,855121,Online,Self-employed,Yes,Single,Rejected,20%
2011-04-02,Janet,Food,Present,899690,Online,Self-employed,Yes,Single,Rejected,20%
2011-04-03,Janet,Others,Absence,684036,Online,Self-employed,No,Divorce,Rejected,10%
2011-04-04,John,Business,Absence,893480,Online,Self-employed,Yes,Divorce,Rejected,15%
2011-04-05,Blessing,School Fees,Absence,319044,Cash,Self-employed,No,Single,Approved,10%
2011-04-06,Esther,Rent,Present,579872,Online,Unemployed,No,Divorce,Approved,15%
2011-04-07,Janet,School Fees,Present,338870,Online,Self-employed,No,Divorce,Rejected,15%
2011-04-08,Eniola,Food,Absence,564032,Online,Employed,No,Married,Approved,8%
2011-04-09,Paul,School Fees,Present,397243,Online,Self-employed,Yes,Married,Approved,10%
2011-04-10,Daniel,Business,Present,87800,Online,Employed,No,Married,Approved,8%
2011-04-11,Janet,Rent,Present,462168,Online,Self-employed,No,Divorce,Rejected,15%
2011-04-12,Blessing,School Fees,Present,896540,Cash,Self-employed,No,Single,Rejected,20%
2011-04-13,Queen,Business,Present,843851,Online,Self-employed,Yes,Single,Rejected,10%
2011-04-14,John,Others,Absence,893873,Online,Unemployed,No,Married,Approved,10%
2011-04-15,Propser,Rent,Absence,547467,Cash,Unemployed,No,Married,Approved,8%
2011-04-16,Blessing,Others,Present,109130,Online,Employed,No,Married,Rejected,15%
2011-04-17,Eniola,Business,Present,986355,Cash,Self-employed,No,Single,Rejected,8%
2011-04-18,Esther,Rent,Absence,322093,Cash,Employed,No,Single,Rejected,10%
2011-04-19,Queen,Others,Absence,435245,Cash,Unemployed,No,Married,Rejected,8%
2011-04-20,Propser,Food,Present,326957,Cash,Unemployed,No,Single,Rejected,20%
2011-04-21,Esther,Others,Absence,920661,Cash,Employed,Yes,Married,Approved,10%
2011-04-22,Eniola,Others,Absence,533565,Online,Employed,No,Single,Approved,20%
2011-04-23,James,Others,Absence,744462,Cash,Unemployed,No,Single,Rejected,8%
2011-04-24,Esther,Food,Present,154946,Cash,Self-employed,No,Divorce,Rejected,15%
2011-04-25,Daniel,Rent,Present,912520,Online,Unemployed,No,Divorce,Approved,8%
2011-04-26,Janet,Food,Present,859075,Online,Employed,Yes,Divorce,Approved,15%
2011-04-27,Daniel,Rent,Absence,233911,Cash,Unemployed,No,Married,Approved,10%
2011-04-28,Daniel,School Fees,Present,910228,Cash,Unemployed,Yes,Married,Approved,20%
2011-04-29,Paul,School Fees,Present,495445,Online,Employed,Yes,Married,Rejected,15%
2011-04-30,Propser,Rent,Absence,466031,Cash,Self-employed,No,Married,Rejected,10%
2011-05-01,James,School Fees,Present,928487,Cash,Unemployed,Yes,Single,Rejected,10%
2011-05-02,John,Food,Absence,423498,Online,Unemployed,Yes,Single,Approved,8%
2011-05-03,James,Food,Present,553085,Online,Self-employed,No,Married,Rejected,10%
2011-05-04,Esther,Rent,Present,760230,Online,Self-employed,Yes,Divorce,Rejected,10%
2011-05-05,Janet,Food,Present,487272,Online,Self-employed,No,Divorce,Rejected,10%
2011-05-06,Queen,School Fees,Absence,394321,Online,Self-employed,Yes,Divorce,Rejected,10%
2011-05-07,Eniola,Food,Absence,669300,Cash,Employed,No,Single,Approved,20%
2011-05-08,Esther,Rent,Present,339262,Cash,Employed,Yes,Single,Approved,15%
2011-05-09,Propser,Rent,Present,497707,Online,Self-employed,Yes,Married,Rejected,8%
2011-05-10,John,Rent,Absence,930677,Cash,Employed,Yes,Divorce,Approved,8%
2011-05-11,Blessing,Others,Present,552669,Online,Unemployed,No,Married,Approved,8%
2011-05-12,Blessing,Business,Present,172657,Online,Unemployed,Yes,Single,Rejected,10%
2011-05-13,James,Rent,Absence,534072,Cash,Self-employed,Yes,Single,Rejected,10%
2011-05-14,Blessing,School Fees,Absence,722338,Cash,Unemployed,Yes,Divorce,Rejected,8%
2011-05-15,Daniel,Food,Present,847135,Cash,Self-employed,No,Single,Approved,8%
2011-05-16,Queen,Others,Present,96513,Online,Self-employed,Yes,Single,Rejected,15%
2011-05-17,Daniel,Food,Present,288421,Cash,Self-employed,Yes,Single,Rejected,20%
2011-05-18,Esther,School Fees,Absence,245586,Online,Self-employed,Yes,Divorce,Approved,15%
2011-05-19,Esther,Rent,Present,416833,Online,Unemployed,No,Divorce,Rejected,20%
2011-05-20,John,Others,Present,923956,Cash,Unemployed,Yes,Single,Approved,8%
2011-05-21,Esther,Business,Present,652678,Online,Unemployed,No,Single,Approved,20%
2011-05-22,Queen,School Fees,Absence,702583,Cash,Employed,Yes,Married,Approved,10%
2011-05-23,James,Food,Absence,989284,Cash,Self-employed,No,Divorce,Approved,8%
2011-05-24,Propser,School Fees,Present,238042,Online,Unemployed,Yes,Divorce,Approved,8%
2011-05-25,Blessing,Others,Present,152817,Cash,Unemployed,Yes,Single,Approved,20%
2011-05-26,Janet,Rent,Absence,119937,Cash,Employed,Yes,Married,Rejected,15%
2011-05-27,Blessing,Others,Absence,330727,Online,Employed,Yes,Single,Approved,15%
2011-05-28,Propser,Others,Absence,295701,Cash,Employed,Yes,Divorce,Approved,15%
2011-05-29,Janet,Rent,Present,861592,Cash,Self-employed,Yes,Single,Approved,20%
2011-05-30,James,Rent,Absence,911728,Cash,Employed,Yes,Divorce,Approved,20%
2011-05-31,Paul,Business,Absence,334453,Online,Self-employed,Yes,Single,Rejected,8%
2011-06-01,Propser,Others,Present,144234,Online,Employed,Yes,Married,Approved,15%
2011-06-02,Queen,Food,Absence,839906,Cash,Self-employed,No,Divorce,Rejected,20%
2011-06-03,Queen,Others,Present,805375,Cash,Unemployed,Yes,Divorce,Approved,20%
2011-06-04,Janet,Business,Present,615629,Online,Unemployed,Yes,Single,Approved,15%
2011-06-05,Queen,Food,Present,896720,Online,Self-employed,Yes,Married,Rejected,15%
2011-06-06,Propser,Business,Present,689623,Online,Self-employed,Yes,Divorce,Approved,8%
2011-06-07,Daniel,School Fees,Absence,333623,Online,Self-employed,No,Single,Approved,10%
2011-06-08,Janet,Others,Absence,58578,Online,Employed,Yes,Divorce,Approved,10%
2011-06-09,Esther,Business,Present,777096,Cash,Self-employed,No,Divorce,Approved,20%
2011-06-10,Queen,Rent,Absence,818372,Cash,Employed,Yes,Single,Approved,15%
2011-06-11,Queen,Rent,Present,724203,Cash,Employed,No,Divorce,Approved,8%
2011-06-12,Daniel,Food,Present,832015,Cash,Unemployed,No,Married,Approved,15%
2011-06-13,Eniola,Others,Absence,135420,Online,Unemployed,Yes,Married,Rejected,8%
2011-06-14,Blessing,Rent,Absence,256725,Cash,Unemployed,No,Divorce,Approved,15%
2011-06-15,James,Business,Present,833550,Online,Employed,Yes,Single,Rejected,20%
2011-06-16,James,Rent,Present,726403,Online,Unemployed,No,Married,Approved,10%
2011-06-17,Eniola,Others,Absence,54798,Cash,Employed,Yes,Divorce,Rejected,15%
2011-06-18,James,Business,Absence,854448,Cash,Employed,Yes,Divorce,Rejected,20%
2011-06-19,Esther,Others,Present,712895,Online,Employed,Yes,Married,Rejected,15%
2011-06-20,Paul,Others,Absence,829095,Cash,Employed,Yes,Divorce,Rejected,20%
2011-06-21,Esther,School Fees,Present,204866,Online,Self-employed,Yes,Married,Rejected,15%
2011-06-22,Blessing,Food,Present,894232,Cash,Unemployed,No,Single,Approved,10%
2011-06-23,Paul,Rent,Absence,393703,Cash,Employed,Yes,Divorce,Approved,20%
2011-06-24,Daniel,Others,Present,146748,Cash,Unemployed,No,Single,Approved,8%
2011-06-25,Daniel,Business,Absence,992679,Cash,Self-employed,No,Divorce,Rejected,15%
2011-06-26,Queen,School Fees,Present,759979,Online,Employed,Yes,Married,Approved,10%
2011-06-27,Daniel,Rent,Absence,717145,Cash,Self-employed,Yes,Married,Rejected,10%
2011-06-28,Paul,Others,Absence,111293,Online,Unemployed,Yes,Married,Approved,8%
2011-06-29,Daniel,School Fees,Present,835227,Online,Employed,Yes,Married,Approved,10%
2011-06-30,Blessing,Food,Present,234381,Online,Employed,No,Divorce,Approved,15%
2011-07-01,Propser,Business,Present,986383,Online,Self-employed,Yes,Divorce,Rejected,10%
2011-07-02,Propser,Business,Absence,154663,Cash,Self-employed,Yes,Married,Approved,20%
2011-07-03,Queen,Rent,Present,503194,Cash,Employed,No,Divorce,Rejected,10%
2011-07-04,Janet,School Fees,Absence,762365,Cash,Employed,No,Divorce,Approved,15%
2011-07-05,Propser,Rent,Absence,614391,Online,Employed,Yes,Married,Rejected,15%
2011-07-06,Esther,Others,Absence,804319,Cash,Unemployed,No,Single,Rejected,10%
2011-07-07,Queen,Others,Present,770932,Online,Unemployed,No,Married,Approved,20%
2011-07-08,James,Food,Present,424058,Cash,Self-employed,Yes,Married,Rejected,8%
2011-07-09,Queen,Business,Present,966046,Cash,Self-employed,Yes,Single,Rejected,15%
2011-07-10,Daniel,Others,Present,64595,Online,Unemployed,Yes,Single,Approved,8%
2011-07-11,Daniel,School Fees,Absence,942842,Cash,Self-employed,Yes,Married,Approved,10%
2011-07-12,Paul,School Fees,Present,700339,Cash,Self-employed,Yes,Married,Approved,20%
2011-07-13,Paul,Food,Absence,170988,Cash,Employed,No,Single,Rejected,20%
2011-07-14,John,Food,Present,390554,Online,Employed,Yes,Married,Approved,20%
2011-07-15,Blessing,Others,Present,739580,Online,Unemployed,No,Divorce,Rejected,10%
2011-07-16,Propser,Rent,Absence,589876,Cash,Unemployed,No,Single,Rejected,15%
2011-07-17,Blessing,Rent,Absence,778502,Cash,Employed,Yes,Single,Rejected,8%
2011-07-18,Janet,School Fees,Present,644287,Online,Self-employed,Yes,Divorce,Approved,10%
2011-07-19,James,School Fees,Present,583584,Cash,Self-employed,No,Single,Rejected,8%
2011-07-20,Queen,Others,Present,783569,Online,Unemployed,Yes,Married,Approved,10%
2011-07-21,Queen,Others,Present,780775,Online,Self-employed,Yes,Single,Approved,10%
2011-07-22,Janet,Others,Present,63787,Online,Self-employed,No,Single,Approved,15%
2011-07-23,Janet,School Fees,Present,110219,Cash,Self-employed,Yes,Married,Approved,20%
2011-07-24,Paul,Food,Present,613140,Cash,Employed,No,Married,Rejected,20%
2011-07-25,James,Rent,Present,611430,Online,Self-employed,No,Single,Approved,15%
2011-07-26,John,Food,Absence,958966,Online,Self-employed,No,Married,Approved,10%
2011-07-27,Esther,Business,Present,155176,Online,Self-employed,Yes,Single,Rejected,10%
2011-07-28,Queen,Others,Absence,508350,Cash,Unemployed,Yes,Single,Approved,20%
2011-07-29,Paul,School Fees,Absence,434022,Online,Employed,No,Married,Approved,15%
2011-07-30,Esther,Others,Present,819917,Online,Employed,Yes,Married,Approved,8%
2011-07-31,Janet,Others,Present,646817,Online,Employed,Yes,Single,Approved,15%
2011-08-01,Paul,Rent,Absence,365963,Online,Unemployed,Yes,Divorce,Approved,10%
2011-08-02,John,School Fees,Present,303579,Cash,Self-employed,Yes,Married,Approved,8%
2011-08-03,Daniel,School Fees,Absence,474161,Cash,Employed,Yes,Divorce,Rejected,20%
2011-08-04,Eniola,Rent,Present,726073,Online,Employed,No,Single,Approved,15%
2011-08-05,Daniel,Business,Absence,101572,Online,Employed,No,Married,Rejected,10%
2011-08-06,John,Rent,Absence,297398,Cash,Employed,Yes,Single,Rejected,10%
2011-08-07,Propser,Rent,Absence,987066,Cash,Self-employed,No,Single,Approved,8%
2011-08-08,James,Food,Absence,950620,Cash,Unemployed,Yes,Married,Approved,20%
2011-08-09,Paul,School Fees,Absence,367686,Online,Self-employed,No,Single,Approved,20%
2011-08-10,Eniola,Business,Present,746137,Online,Self-employed,Yes,Married,Rejected,20%
2011-08-11,Esther,Business,Present,423613,Cash,Employed,Yes,Divorce,Rejected,15%
2011-08-12,Janet,Food,Present,193890,Online,Self-employed,Yes,Divorce,Rejected,8%
2011-08-13,Daniel,Business,Absence,750183,Online,Self-employed,Yes,Divorce,Approved,15%
2011-08-14,Paul,School Fees,Absence,273435,Cash,Employed,No,Single,Approved,15%
2011-08-15,Propser,Rent,Present,362607,Online,Unemployed,No,Single,Approved,15%
2011-08-16,James,Others,Present,494166,Online,Unemployed,No,Divorce,Approved,15%
2011-08-17,Daniel,Others,Present,839160,Online,Employed,Yes,Divorce,Approved,10%
2011-08-18,John,Food,Absence,696901,Cash,Self-employed,Yes,Married,Rejected,20%
2011-08-19,Janet,Business,Present,583673,Cash,Self-employed,No,Married,Rejected,20%
2011-08-20,Queen,School Fees,Present,647200,Cash,Employed,Yes,Single,Approved,8%
2011-08-21,John,Others,Absence,896205,Online,Self-employed,No,Divorce,Rejected,20%
2011-08-22,James,Business,Absence,464152,Online,Self-employed,Yes,Single,Rejected,8%
2011-08-23,John,Others,Present,418949,Online,Self-employed,No,Single,Rejected,10%
2011-08-24,John,School Fees,Absence,425710,Cash,Employed,No,Single,Rejected,15%
2011-08-25,James,Others,Present,862261,Online,Unemployed,Yes,Married,Approved,8%
2011-08-26,Queen,Food,Present,892080,Cash,Unemployed,Yes,Single,Rejected,10%
2011-08-27,Janet,Others,Absence,749929,Cash,Unemployed,Yes,Married,Rejected,8%
2011-08-28,Queen,School Fees,Absence,551912,Online,Employed,No,Married,Approved,10%
2011-08-29,Esther,School Fees,Absence,853395,Online,Self-employed,No,Single,Rejected,20%
2011-08-30,Propser,Others,Absence,793323,Cash,Unemployed,Yes,Married,Approved,8%
2011-08-31,Blessing,Business,Present,97913,Online,Employed,No,Married,Approved,8%
2011-09-01,Eniola,Business,Present,642984,Cash,Unemployed,Yes,Single,Rejected,10%
2011-09-02,Paul,Business,Absence,812929,Online,Employed,No,Married,Approved,20%
2011-09-03,Esther,Rent,Present,889917,Online,Unemployed,Yes,Married,Approved,10%
2011-09-04,John,School Fees,Absence,704453,Online,Employed,No,Married,Approved,10%
2011-09-05,James,School Fees,Present,531704,Cash,Unemployed,Yes,Single,Rejected,10%
2011-09-06,John,School Fees,Present,302132,Online,Unemployed,Yes,Divorce,Rejected,15%
2011-09-07,Janet,Business,Absence,606501,Online,Unemployed,Yes,Single,Approved,15%
2011-09-08,Janet,Rent,Absence,129671,Cash,Self-employed,Yes,Single,Rejected,10%
2011-09-09,Propser,Rent,Present,651506,Online,Unemployed,Yes,Married,Approved,15%
2011-09-10,Eniola,Business,Present,499806,Online,Self-employed,No,Divorce,Rejected,20%
2011-09-11,Blessing,Food,Absence,932029,Cash,Unemployed,No,Divorce,Approved,20%
2011-09-12,Blessing,Food,Present,985511,Cash,Unemployed,No,Single,Rejected,20%
2011-09-13,James,Business,Present,646012,Online,Self-employed,Yes,Divorce,Approved,10%
2011-09-14,Blessing,Business,Absence,170686,Online,Self-employed,Yes,Single,Rejected,20%
2011-09-15,Eniola,Others,Absence,749770,Cash,Employed,No,Divorce,Approved,8%
2011-09-16,Daniel,Others,Present,775079,Cash,Self-employed,No,Married,Rejected,20%
2011-09-17,James,Rent,Absence,567812,Online,Self-employed,Yes,Married,Rejected,10%
2011-09-18,Paul,School Fees,Absence,548398,Cash,Unemployed,No,Single,Rejected,10%
2011-09-19,John,Others,Present,389325,Online,Self-employed,Yes,Divorce,Approved,20%
2011-09-20,Blessing,Food,Absence,466022,Online,Employed,Yes,Married,Approved,20%
2011-09-21,Daniel,Business,Absence,297459,Cash,Employed,Yes,Married,Approved,15%
2011-09-22,Esther,Others,Absence,509303,Cash,Self-employed,No,Single,Approved,8%
2011-09-23,John,Rent,Present,829578,Online,Employed,Yes,Divorce,Rejected,10%
2011-09-24,Daniel,Others,Present,178883,Online,Employed,No,Married,Rejected,20%
2011-09-25,Paul,Others,Present,195965,Cash,Self-employed,No,Divorce,Approved,10%
2011-09-26,Queen,Business,Absence,360830,Online,Employed,No,Divorce,Rejected,8%
2011-09-27,Propser,School Fees,Absence,206439,Online,Self-employed,Yes,Single,Approved,20%
2011-09-28,Janet,Food,Present,227389,Cash,Unemployed,No,Single,Approved,15%
2011-09-29,Daniel,School Fees,Present,307289,Cash,Unemployed,No,Single,Rejected,10%
2011-09-30,Daniel,School Fees,Absence,515095,Cash,Employed,No,Married,Rejected,10%
2011-10-01,Propser,School Fees,Absence,371891,Online,Self-employed,Yes,Divorce,Rejected,20%
2011-10-02,James,Rent,Absence,333751,Cash,Self-employed,No,Married,Rejected,10%
2011-10-03,Queen,Rent,Present,425610,Cash,Unemployed,Yes,Single,Approved,15%
2011-10-04,John,Others,Present,218460,Cash,Unemployed,No,Married,Approved,8%
2011-10-05,Daniel,Others,Present,133881,Online,Employed,No,Married,Approved,10%
2011-10-06,John,Food,Present,281948,Cash,Self-employed,Yes,Single,Approved,15%
2011-10-07,Blessing,Food,Present,801637,Online,Unemployed,Yes,Single,Rejected,15%
2011-10-08,Eniola,Food,Absence,337089,Cash,Self-employed,Yes,Divorce,Rejected,10%
2011-10-09,John,Rent,Present,856789,Cash,Employed,Yes,Married,Approved,8%
2011-10-10,Daniel,Food,Present,84383,Online,Self-employed,No,Single,Rejected,20%
2011-10-11,Propser,Business,Absence,232124,Online,Employed,No,Married,Approved,10%
2011-10-12,Blessing,Food,Absence,894385,Online,Self-employed,No,Single,Rejected,10%
2011-10-13,Paul,Rent,Present,950608,Cash,Self-employed,Yes,Single,Rejected,10%
2011-10-14,Paul,Rent,Present,555941,Online,Unemployed,No,Single,Approved,15%
2011-10-15,Propser,Rent,Absence,376102,Cash,Self-employed,No,Married,Approved,10%
2011-10-16,Propser,Rent,Absence,599598,Cash,Self-employed,Yes,Divorce,Rejected,20%
2011-10-17,James,School Fees,Absence,952469,Cash,Self-employed,Yes,Divorce,Rejected,15%
2011-10-18,Janet,Rent,Absence,838145,Cash,Self-employed,No,Divorce,Rejected,20%
2011-10-19,Propser,Food,Absence,629442,Online,Self-employed,No,Divorce,Approved,20%
2011-10-20,Queen,Business,Absence,464352,Cash,Employed,No,Married,Approved,10%
2011-10-21,Paul,Business,Absence,427389,Online,Unemployed,No,Single,Rejected,10%
2011-10-22,Paul,School Fees,Absence,804121,Online,Self-employed,Yes,Single,Rejected,10%
2011-10-23,Eniola,Rent,Present,849030,Online,Self-employed,Yes,Married,Rejected,10%
